target_id	length	eff_length	est_counts	tpm
g0001.t1	1161	962	496	188.239
g0002.t1	2483	2284	69.2121	11.0634
g0002.t2	2417	2218	143.635	23.6429
g0003.t1	4457	4258	4.15309	0.356097
g0004.t1	1242	1043	26	9.10104
g0005.t1	636	437	8	6.6836
g0006.t1	4182	3983	4	0.36665
g0007.t1	1653	1454	7	1.75766
g0008.t1	444	245	0	0
g0009.t1	744	545	0	0
g0010.t1	2418	2219	0	0
g0010.t2	2367	2168	25	4.21
g0011.t1	1588	1389	113.414	29.8104
g0012.t1	1981	1782	431.586	88.4222
g0013.t1	895	696	607	318.406
g0014.t1	6553	6354	147	8.44641
g0015.t1	3177	2978	3.26567e-08	4.00358e-09
g0015.t2	3255	3056	23	2.74774
g0015.t3	3212	3013	0	0
g0016.t1	1570	1371	5	1.33148
g0017.t1	3001	2802	0	0
g0018.t1	417	218	8	13.3979
g0019.t1	417	218	8	13.3979
g0020.t2	1969	1770	0	0
g0020.t1	2661	2462	124	18.388
g0021.t1	1690	1491	100	24.4864
g0022.t1	1170	971	61	22.9357
g0023.t1	2373	2174	0	0
g0024.t1	3304	3105	0	0
g0024.t2	3136	2937	0	0
g0024.t3	2912	2713	188.14	25.3182
g0025.t1	3781	3582	73.8602	7.52812
g0026.t1	4960	4761	32.8126	2.51619
g0027.t1	462	263	0.187417	0.260168
g0028.t2	1485	1286	0	0
g0028.t1	1485	1286	0	0
g0029.t1	1737	1538	0	0
g0030.t1	1018	819	241	107.432
g0031.t1	1632	1433	0	0
g0031.t2	1563	1364	772	206.635
g0032.t1	1840	1641	1	0.222481
g0033.t1	1595	1396	0	0
g0033.t2	1617	1418	0	0
g0034.t1	1208	1009	1.50193	0.543449
g0034.t2	1205	1006	31.4981	11.4311
g0034.t3	1222	1023	1.14954e-06	4.1025e-07
g0035.t1	573	374	8	7.80945
g0036.t1	1080	881	369	152.916
g0037.t1	3126	2927	123	15.3421
g0038.t1	738	539	0	0
g0039.t1	2025	1826	79	15.7953
g0040.t1	1461	1262	83	24.0116
g0041.t1	1248	1049	2.93665e-05	1.02206e-05
g0041.t3	1339	1140	0	0
g0041.t2	1255	1056	3.28002e-08	1.134e-08
g0041.t4	1234	1035	27	9.52412
g0042.t1	5455	5256	80	5.55695
g0043.t1	2361	2162	206	34.7867
g0044.t1	2161	1962	30	5.58244
g0045.t1	1350	1151	0	0
g0046.t1	1879	1680	280	60.8486
g0047.t1	2607	2408	146	22.136
g0048.t1	1474	1275	1	0.286346
g0049.t1	2245	2046	0	0
g0050.t1	1125	926	0	0
g0051.t1	642	443	0	0
g0052.t1	861	662	1	0.551498
g0053.t1	1912	1713	2	0.42626
g0054.t1	1613	1414	93	24.0124
g0055.t1	1648	1449	15	3.77942
g0056.t1	2652	2453	0.0033	0.000491154
g0056.t4	2237	2038	3.86664	0.692678
g0056.t6	2370	2171	0	0
g0056.t2	2634	2435	6.13006	0.919111
g0056.t5	2331	2132	0	0
g0056.t3	2352	2153	0	0
g0057.t1	2211	2012	0	0
g0057.t2	2073	1874	71	13.8322
g0058.t1	2406	2207	28	4.63188
g0059.t1	7159	6960	0.78907	0.0413912
g0059.t2	7122	6923	183.211	9.66182
g0060.t1	141	11.8758	0	0
g0061.t1	1041	842	0	0
g0062.t1	2276	2077	53	9.31625
g0063.t1	3614	3415	199.647	21.344
g0064.t1	2588	2389	185	28.2721
g0065.t1	3381	3182	0.00643186	0.000737969
g0065.t2	3351	3152	102.994	11.9296
g0066.t1	2737	2538	13	1.87005
g0066.t3	2651	2452	0	0
g0066.t2	2061	1862	0	0
g0067.t1	600	401	0	0
g0068.t1	828	629	0	0
g0069.t1	1241	1042	0	0
g0069.t2	1214	1015	0	0
g0070.t1	348	149	0	0
g0071.t1	2357	2158	383	64.7962
g0072.t1	1773	1574	0	0
g0072.t5	1777	1578	0	0
g0072.t4	1986	1787	0	0
g0072.t7	1354	1155	12.6311	3.99264
g0072.t3	1358	1159	0.36894	0.116218
g0072.t2	1752	1553	0	0
g0072.t6	1756	1557	0	0
g0073.t1	2528	2329	5.28404e-05	8.2832e-06
g0073.t3	2662	2463	36.2805	5.37787
g0073.t4	2594	2395	17.4911	2.66632
g0073.t2	2509	2310	0.228423	0.0361019
g0074.t1	330	131.001	0	0
g0075.t1	1573	1374	0	0
g0075.t2	1456	1257	7	2.03313
g0075.t3	1571	1372	0	0
g0076.t1	676	477	0	0
g0077.t1	252	55.6961	0	0
g0078.t1	2803	2604	0	0
g0078.t2	2649	2450	10.3438	1.5414
g0078.t3	2814	2615	0	0
g0079.t1	303	104.031	0	0
g0080.t1	1920	1721	7.01495	1.48815
g0081.t1	1184	985	141.985	52.627
g0082.t1	2136	1937	41	7.7278
g0083.t1	1655	1456	0.0210874	0.00528767
g0083.t2	1644	1445	48.9789	12.3749
g0084.t1	1328	1129	0	0
g0085.t1	1056	857	0	0
g0086.t1	2370	2171	9	1.51351
g0087.t1	1166	967	0	0
g0088.t1	1852	1653	78	17.2276
g0089.t1	753	554	0	0
g0090.t1	3312	3113	20	2.34559
g0091.t1	2431	2232	0	0
g0091.t2	2351	2152	0	0
g0091.t4	2481	2282	0	0
g0091.t3	2403	2204	0	0
g0091.t6	2267	2068	13	2.29506
g0091.t5	2344	2145	0	0
g0091.t8	2936	2737	0	0
g0091.t7	2858	2659	0	0
g0092.t1	789	590	0	0
g0093.t1	2103	1904	101	19.3667
g0094.t1	3502	3303	0	0
g0094.t2	2988	2789	0	0
g0094.t3	2996	2797	0	0
g0094.t4	3114	2915	0	0
g0094.t5	3173	2974	6	0.736567
g0095.t1	1224	1025	114	40.6053
g0096.t1	1493	1294	0	0
g0096.t6	1409	1210	0	0
g0096.t2	1438	1239	0	0
g0096.t3	1343	1144	11.6705	3.72447
g0096.t4	1531	1332	0	0
g0096.t5	1347	1148	0.329516	0.104794
g0097.t1	1232	1033	456	161.163
g0098.t1	642	443	0	0
g0099.t1	3195	2996	0	0
g0100.t1	2931	2732	52.5385	7.02099
